,restaurant_name,review_content,rating,date,visit,receipt,category
0,가야동세연정,"원래 부산에서 가던 갈비탕 집이 있는데 오늘은 다른 곳을 검색해서 방문!!  주변에서는 이미 갈비탕 맛집으로 유명한 곳이었다.만개인적으로 직화야 기
름지고 살살 녹는 한우가 맛있지만 스테이크나 탕 요리에는 수입산도 괜찮다고 생각하는 주의다. 갈비탕은 담백하고 깔끔했고 고기 양도 많아서(뼈 4대
) 점심 한끼로는 든든했다. 맛있게 먹고 기분좋게 포장까지 해서 컴백!!",별점없음,방문일6.6.화2023년 6월 6일 화요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
1,가야동세연정,5년 전 부터 갈비탕하면 세연정에서만 먹었습니다. 다른 곳은 갈비탕 시키면 뜯다 만 갈비같은것만 주는데 여기는 실한 고기 덩어리와 깔끔하고 감칠맛 나는 육수맛에 단골이 될 수 밖에 없습니다 . 요즘 뭐 국산국산 하는데 맛있으면 원산지가 의미가 있나요? 맛은 한우보다 낫다고 생각합니다. 서비스도 좋고 직원분들 친절하시고 빠르게 대응해주셔서 좋습니다.,별점없음,방문일5.1.월2023년 5월 1일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
2,가야동세연정,"이 맛이 어떤맛일까 궁금하시겠지만 우리가 늘 알던 갈비탕맛과는 사뭇 달랐어요! 시원한 국물에, 전날에 술을 마셨다면 이 갈비탕으로 해장 한다면 몸 속에 알코올이 전부 날아갈 것 같은 시원한 맛👍🏻 거기에 깍두기와 고추절임을 함께 곁들여주면 사라진 입맛도 다 돌아와요!😁 구수하고 시원한 국물에 너무도 맛있는 한끼였네요!",별점없음,방문일4.17.월2023년 4월 17일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
3,가야동세연정,"건더기까지 먹기엔 더운 날.
가야에 오면 가끔 먹으러 옵니다.",별점없음,방문일7.26.수2023년 7월 26일 수요일,4번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
4,가야동세연정,"일욜에 아점먹으로 자주가는곳입니다 오늘은 왜 이럴까요...--...가위가 지저분하네요 손잡이쪽이 쩍쩍달라붙고 고추가루 말라서붙어있고.. 뭡니까....물
티슈로 직접 설겆이하고 사용했네요}}} 깍두기는 군내나고...원래 이러지않았는뎅..ㅜ",별점없음,방문일6.18.일2023년 6월 18일 일요일,4번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
5,가야동세연정,"매장 깔끔하고, 직원들 친절.
계산대 앞에 커피등 디저트류가 있는데 석류음료는 무척 달아요 ^^",별점없음,방문일8.8.화2023년 8월 8일 화요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
6,가야동세연정,"예전에 동래에 있던 세연정 생각하고 갔는데  세연정 이젠 별루네요ㆍ1인분에 34000원인데 김치도 없어요 ㅎㅎ 손님이 없는데도 인테리어자체가 너무
어수선하고  어두워서 고기 상태 살피기가 힘들었어요ㆍ 화덕이 작아 고기 진짜 천천히 드실분만가야해요ㆍ동방축산가도 둘이서 한시간만에 7만원치
넘게 먹는데 화덕은 작고  철망은 크고 삼발이는 움직이고 한시간동안 1인분 굽고 나머진 포장해왔어요ㆍ 손님도 우리뿐인데 후드도 안켜주고 ...",별점없음,방문일7.4.화2023년 7월 4일 화요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
7,가야동세연정,모임하기좋아요,별점없음,방문일8.13.일2023년 8월 13일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
8,가야동세연정,"마지막오더 시간까지 확인하고 간 자리였으나 9시부터 서빙하는 직원 주문 할때마다 짜증난 표정으로 갖다주고..육회.. 참나.. 저런 퀄리티로 돈 받으시
면 너무 양심 없는거 아니신가요?  그리고 다들 중간중간 주문서 확인 잘하세요! 중복 될수 있구요.. 가족끼리 특별한 날이라 좋은날이여서 갔는데..정말
서비스 불쾌하고.. 이 돈주고 이렇게 먹어야하나?? 천만번 생각했네요.. 저 누군지 아실꺼예요?? 저희집안 경조사때마다 갔는데..이젠 정말!! 다...",별점없음,방문일7.31.월2023년 7월 31일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
9,가야동세연정,"종종 찾는 가야세연정인데요,  다음부턴 이런상황이 없길바라며 영수증리뷰라는걸 처음 써봅니다.  이 더위에 문이 열려있고, 화로가 드나드는 곳 바로 
앞자리를 안내받았는데요.  처음엔 덥지않게 해두셔서 이런자리도 안내를 하는거겠지하고 우선 앉았어요. 반찬들이 깔리고 화로가 들어오는데, 확 덥
더라구요.  빈자리가 없는것도 아니고, 왜 굳이 이런자리까지 안내하는건지.  여러사람 번거롭게 하기싫어서 그냥 빨리먹고 나가자 하고 참았는...",별점없음,방문일7.22.토2023년 7월 22일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
10,가야동세연정,"맛있고 가깝고 좋아요 
너무 어두워서 늘 눈이 침침해요 
여름인데 고기굽다  땀이 줄줄 ㅋ",별점없음,방문일7.31.월2023년 7월 31일 월요일,1번째 방문,인증 수단카드결제,"<span class=""DJJvD"">한식</span>"
11,가야동세연정,할머니가 갈비탕 좋아하셔 병원 진료보고 갔는데 헐머니도 맛있다고 잘 드시고 다른 곳 보다 고기 양이 엄청 많은 것 같았어요 맛있게 잘 먹고 왔습니다 ㅎ,별점없음,방문일4.3.월2023년 4월 3일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
12,가야동세연정,"가족모임 하기 정말 좋은 곳
예약 필수.!!",별점없음,방문일5.5.금2023년 5월 5일 금요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
13,가야동세연정,갈비탕 맛나서 포장해요,별점없음,방문일8.18.금2023년 8월 18일 금요일,7번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
14,가야동세연정,소고기 먹고 싶은날     가는곳,별점없음,방문일8.7.월2023년 8월 7일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
15,가야동세연정,"갈비탕이 원픽이었는데 오랜만에 손님도오셨으니 숯불을이용해야죠~ㅎ
양념이랑 생고기먹었는데 세연정은 말할필요없네욯ㅎ 직원분들 일사분란한건 쵝오!!
참,고기구워먹을때마다 드는생각인데 밑반찬갯수가 살짝부족하다는...고기로승부보겄단건 알겠는더ㅣ...아쉬운건 어쩔수없네요",별점없음,방문일3.5.일2023년 3월 5일 일요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
16,가야동세연정,가격은 비싼데 고기질도 맛도 손님응대도 그냥 그랬네요. 주차는 좋았습니다.,별점없음,방문일8.3.목2023년 8월 3일 목요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
17,가야동세연정,갈비탕은 쏘쏘 깍뚜기 입에안맞음,별점없음,방문일6.17.토2023년 6월 17일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
18,가야동세연정,"오랜만에 방문 했는데 여전~히 입에 착 붙는 맛 ㅎㅎ 가격이 올랐지만 그래도 맛있어서 ~ 기분좋게 식사를 ^^  가격오른만큼 g이 올랐는지, 3명에 3인분
 시키니 무척 배 부른~~~ 양♡ 주차장 널찍, 매장 전체 청결, 직원들 친절 ~ 내돈내산 , 한우 아니지만 참~ 부드러운 소고기~ 냠냠 ^^ ㅎ",별점없음,방문일3.18.토2023년 3월 18일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
19,가야동세연정,오늘은고기도 영 아니고 주문받는분도 계속  말귀를 못알아 듣고ㅜㅜ이제는 안가고싶네요,별점없음,방문일7.18.화2023년 7월 18일 화요일,4번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
20,가야동세연정,발골후 사진입니다~ㅎ 말해뭐해~ㅎ 세연정은 믿고여러번 가는곳이니 ~ㅎ 직원분들은 엄청시리 친절하시고^^,별점없음,방문일4.23.일2023년 4월 23일 일요일,3번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
21,가야동세연정,양이 진짜 많습니다,별점없음,방문일6.7.수2023년 6월 7일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
22,가야동세연정,맛있고 양도 넉넉해요,별점없음,방문일7.20.목2023년 7월 20일 목요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
23,가야동세연정,점심특선 갈비탕 먹으러 자주 갑니다,별점없음,방문일4.29.토2023년 4월 29일 토요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
24,가야동세연정,동의대역바로 앞에 있고 음식맛있음다,별점없음,방문일6.29.목2023년 6월 29일 목요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
25,가야동세연정,맛난ㅔㅇㅛ,별점없음,방문일8.13.일2023년 8월 13일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
26,가야동세연정,서비스육회도 좋아용,별점없음,방문일5.6.토2023년 5월 6일 토요일,3번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
27,가야동세연정,"직원들 친절한곳 갈비탕 고기양이 많아 배부르게 먹고 나와요
",별점없음,방문일6.9.금2023년 6월 9일 금요일,1번째 방문,인증 수단카드결제,"<span class=""DJJvD"">한식</span>"
28,가야동세연정,좋아요 ,별점없음,방문일6.30.금2023년 6월 30일 금요일,4번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
29,가야동세연정,굿,별점없음,방문일8.15.화2023년 8월 15일 화요일,6번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
30,가야동세연정,음식이 맛있어요,별점없음,방문일4.12.수2023년 4월 12일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
31,가야동세연정,굿굿,별점없음,방문일5.29.월2023년 5월 29일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
32,가야동세연정,"남편이 참으로 좋아하는 갈비탕~
완탕하고 갑니닿ㅎㅎ
반찬까지 싹쓸이~",별점없음,방문일3.1.수2023년 3월 1일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
33,가야동세연정,좋아요,별점없음,방문일6.19.월2023년 6월 19일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
34,가야동세연정,너무 맛없어요.  짜증나요.,별점없음,방문일5.14.일2023년 5월 14일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
35,가야동세연정,갈비탕 맛있어요 굿굿굿,별점없음,방문일5.9.화2023년 5월 9일 화요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
36,가야동세연정,음,별점없음,방문일6.4.일2023년 6월 4일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
37,가야동세연정,냉면은 별로였으나 고기가 그런대로 먹을만했음. 주차장의 불미스런 일로 다신 갈일 없을듯. 지나갈때마다 스트레스 받을듯하다,별점없음,방문일3.18.토2023년 3월 18일 토요일,1번째 방문,인증 수단카드결제,"<span class=""DJJvD"">한식</span>"
38,가야동세연정,굿,별점없음,방문일6.18.일2023년 6월 18일 일요일,5번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
39,가야동세연정,푸짐한 갈비탕 먹고 왔습니다. 반찬도 맛나고 좋아요.,별점없음,방문일3.23.목2023년 3월 23일 목요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
40,가야동세연정,"굿
",별점없음,방문일6.10.토2023년 6월 10일 토요일,3번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
41,가야동세연정,"굿
",별점없음,방문일6.10.토2023년 6월 10일 토요일,3번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
42,가야동세연정,맛있어요.,별점없음,방문일4.9.일2023년 4월 9일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
43,가야동세연정,좋아요,별점없음,방문일5.6.토2023년 5월 6일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
44,가야동세연정,조금 더 맛나면 참 좋았을 걸 ,별점없음,방문일1.18.수2023년 1월 18일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
45,가야동세연정,ㄱㆍㅅ,별점없음,방문일5.14.일2023년 5월 14일 일요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
46,가야동세연정,굿,별점없음,방문일6.2.금2023년 6월 2일 금요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
47,가야동세연정,오랜만에 가족모임 즐거웠습니다~,별점없음,방문일3.5.일2023년 3월 5일 일요일,1번째 방문,인증 수단카드결제,"<span class=""DJJvD"">한식</span>"
48,가야동세연정,맛있게 잘 먹었습니다~,별점없음,방문일2.1.수2023년 2월 1일 수요일,3번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
49,가야동세연정,"^^세연정 진짜......못해도 1년에 1번은 갔는데 2023년도 설 진짜 최악입니다 가격은 1인분에 저녁기준 3만원 받으시면서 이 퀄리티입니까? 소금구이는
집게로 집자마자 딱딱한 냉동 갓 꺼내온 느낌에 양념은 못쓰는 고기에 양념 범벅을 해서 ㅋㅋㅋ 먹자마자 역해서 진짜.... 그래듀 냉면은 괜찮겠지 해서 
시켰는데 못먹은 떡국 이렇게 먹을정도로 면이 떡이되서 비빔냉면에 육수 부어가며 먹었습니다. 택시타기 귀찮아서 외식1번가 대신 세연정간건...",별점없음,방문일1.23.월2023년 1월 23일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
50,가야동세연정,간만에 소 먹었다,별점없음,방문일5.28.일2023년 5월 28일 일요일,9번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
51,가야동세연정,굿,별점없음,방문일3.23.목2023년 3월 23일 목요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
52,가야동세연정,굿,별점없음,방문일5.14.일2023년 5월 14일 일요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
53,가야동세연정,굿 외식하기 좋아요,별점없음,방문일5.6.토2023년 5월 6일 토요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
54,가야동세연정,친절하세요~ 오랜만에 먹었는데도 맛있네요,별점없음,방문일1.12.목2023년 1월 12일 목요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
55,가야동세연정,"가족외식 하러 자주 갑니다
불 봐주시는 남자분 너무 친절하시고 좋아요",별점없음,방문일6.18.일2023년 6월 18일 일요일,7번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
56,가야동세연정,굿,별점없음,방문일5.7.일2023년 5월 7일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
57,가야동세연정,맛잇어요 ,별점없음,방문일4.14.금2023년 4월 14일 금요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
58,가야동세연정,좋아요,별점없음,방문일4.1.토2023년 4월 1일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
59,가야동세연정,갈비탕맛나,별점없음,방문일4.1.토2023년 4월 1일 토요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
60,가야동세연정,점심특선으로 갈비탕 맛있게 잘먹었습니다!!,별점없음,방문일1.4.수2023년 1월 4일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
61,가야동세연정,굿,별점없음,방문일5.1.월2023년 5월 1일 월요일,4번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
62,가야동세연정,좋아요,별점없음,방문일4.22.토2023년 4월 22일 토요일,3번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
63,가야동세연정,"점심 특선 먹었는데 양도 푸짐하고 냉면도 맛있고 된장찌게도 맛있어요
 홀도 넓직하니 참 좋아요
가족모임도 좋을듯요",별점없음,방문일3.7.화2023년 3월 7일 화요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
64,가야동세연정,회식했는데..고기도 맛있고 육회를 서비스로 주셔서 맛있게 잘 먹고  왔어요^^,별점없음,방문일22.12.21.수2022년 12월 21일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
65,가야동세연정,맛있어요,별점없음,방문일4.16.일2023년 4월 16일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
66,가야동세연정,굿,별점없음,방문일4.9.일2023년 4월 9일 일요일,3번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
67,가야동세연정,"부산지하철 2호선 동의대역 바로 옆에 위치해서 접근성이 좋아요.
갈비살, 양념갈비, 우삼겹, 주물럭 등의 메뉴가 좋습니다.
식사가 포함된 점심특선 메뉴도 있어요.",별점없음,방문일22.8.7.일2022년 8월 7일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
68,가야동세연정,단체로 예약해서 갔는데 고기나오는시간이 느리고 조명이 너무 어두웠어요.. 담번 회식에 다시 갈 수 있을지 모르겠네요,별점없음,방문일22.12.27.화2022년 12월 27일 화요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
69,가야동세연정,굿,별점없음,방문일6.23.금2023년 6월 23일 금요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
70,가야동세연정,가족모임에 좋아요,별점없음,방문일3.25.토2023년 3월 25일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
71,가야동세연정,점심 특선 조아요,별점없음,방문일3.21.화2023년 3월 21일 화요일,3번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
72,가야동세연정,너무 신선하고 맛있어요! 주차장도 넓어서 좋습니다,별점없음,방문일22.12.11.일2022년 12월 11일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
73,가야동세연정,맛있었어요~~,별점없음,방문일3.1.수2023년 3월 1일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
74,가야동세연정,굿,별점없음,방문일3.18.토2023년 3월 18일 토요일,1번째 방문,인증 수단카드결제,"<span class=""DJJvD"">한식</span>"
75,가야동세연정,점심특선 맛있네요,별점없음,방문일1.21.토2023년 1월 21일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
76,가야동세연정,가족 외식으로 추천합니다,별점없음,방문일2.12.일2023년 2월 12일 일요일,3번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
77,가야동세연정,갈비탕은 여기서만 사먹어요! 정말 맛있어요,별점없음,방문일22.12.3.토2022년 12월 3일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
78,가야동세연정,👌🏻👌🏻👌🏻,별점없음,방문일1.4.수2023년 1월 4일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
79,가야동세연정,접근성이 좋고 음식도 맛있어요,별점없음,방문일22.12.5.월2022년 12월 5일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
80,가야동세연정,Gd,별점없음,방문일2.7.화2023년 2월 7일 화요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
81,가야동세연정,고기맛 강추 가족식사 행사에 적당해요,별점없음,방문일22.11.6.일2022년 11월 6일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
82,가야동세연정,맛있었어요. 반찬도 정갈하고 깔끔하고 고기도 신선한게 느껴졌습니다. :),별점없음,방문일22.8.15.월2022년 8월 15일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
83,가야동세연정,매장이넓어서 단체모임하기좋아요,별점없음,방문일22.10.31.월2022년 10월 31일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
84,가야동세연정,.,별점없음,방문일22.12.29.목2022년 12월 29일 목요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
85,가야동세연정,좋아요 ,별점없음,방문일1.14.토2023년 1월 14일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
86,가야동세연정,양념갈비 좋네요 ,별점없음,방문일22.12.16.금2022년 12월 16일 금요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
87,가야동세연정,좋아용,별점없음,방문일2.8.수2023년 2월 8일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
88,가야동세연정,좋음,별점없음,방문일2.7.화2023년 2월 7일 화요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
89,가야동세연정,고기가 맛있어용,별점없음,방문일1.31.화2023년 1월 31일 화요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
90,가야동세연정,"음 맛있네요! 바쁜 주말이라 그런지
벨 눌러도 잘 안오고 시킨 반찬도 잘 안왔어요!
그래도.고기는 맛있게 먹었어요!",별점없음,방문일22.12.17.토2022년 12월 17일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
91,가야동세연정,좋아요,별점없음,방문일2.2.목2023년 2월 2일 목요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
92,가야동세연정,"고기는 부드럽고 맛있는데 직원이 불 친절해요
땡초 좀 달라고 말씀드렸는데 눈 마주쳐놓고 대답도 안 하시고 한번 더 말씀드렸는데 고개 끄덕이고.. 손님 응대가 별로네요",별점없음,방문일22.10.21.금2022년 10월 21일 금요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
93,가야동세연정,굿,별점없음,방문일2.1.수2023년 2월 1일 수요일,1번째 방문,인증 수단카드결제,"<span class=""DJJvD"">한식</span>"
94,가야동세연정,오랜만에 왔어요,별점없음,방문일22.11.16.수2022년 11월 16일 수요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
95,가야동세연정,늘  가는곳입니다~,별점없음,방문일1.18.수2023년 1월 18일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
96,가야동세연정,굿,별점없음,방문일1.23.월2023년 1월 23일 월요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
97,가야동세연정,굿,별점없음,방문일1.23.월2023년 1월 23일 월요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
98,가야동세연정,굿,별점없음,방문일1.21.토2023년 1월 21일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
99,가야동세연정,굿,별점없음,방문일1.21.토2023년 1월 21일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
100,가야동세연정,맛나요~ 점심특선,별점없음,방문일22.11.26.토2022년 11월 26일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
101,가야동세연정,ㅎ,별점없음,방문일22.12.9.금2022년 12월 9일 금요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
102,가야동세연정,"언제나 느끼지만
고기질이 떨어져요",별점없음,방문일22.9.23.금2022년 9월 23일 금요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
103,가야동세연정,"오늘같이 비가 오는날
딱이네요^^",별점없음,방문일22.8.17.수2022년 8월 17일 수요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
104,가야동세연정,굿,별점없음,방문일3.29.수2023년 3월 29일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
105,가야동세연정,굿,별점없음,방문일22.12.29.목2022년 12월 29일 목요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
106,가야동세연정,.,별점없음,방문일22.12.6.화2022년 12월 6일 화요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
107,가야동세연정,긋,별점없음,방문일22.12.3.토2022년 12월 3일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
108,가야동세연정,ㅈㅇ,별점없음,방문일1.12.목2023년 1월 12일 목요일,2번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
109,가야동세연정,굿,별점없음,방문일22.12.11.일2022년 12월 11일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
110,가야동세연정,갈비탕은 여기에서만 ! 먹어요 ㅎㅎ 밑반찬도 맛있어요 ,별점없음,방문일22.9.11.일2022년 9월 11일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
111,가야동세연정,깔끔하고 너무 맛있었어요,별점없음,방문일22.9.3.토2022년 9월 3일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
112,가야동세연정,가볍게 먹기 좋아요 ,별점없음,방문일22.8.6.토2022년 8월 6일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
113,가야동세연정,엄마가  고기가 맛있다고 하시네요,별점없음,방문일22.6.29.수2022년 6월 29일 수요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
114,가야동세연정,좋아요,별점없음,방문일22.11.17.목2022년 11월 17일 목요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
115,가야동세연정,"맛있긴한데 1인분이 너무 비싸요
이정도면 한우인줄 알았는데 미국산 고기더라구요",별점없음,방문일22.8.14.일2022년 8월 14일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
116,가야동세연정,맛나요,별점없음,방문일22.11.8.화2022년 11월 8일 화요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
117,가야동세연정,"집에 반찬없을때 갈비탕 포장해서 먹으면 좋아요
갈비탕맛집",별점없음,방문일22.10.8.토2022년 10월 8일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
118,가야동세연정,"전에 몇번 부모님 모시고 가서 맛있게 먹어서 오늘 어머니 모시고 저녁먹으로 갔는데 고기에서 냄새가 좀 심하게 났네요. 기름장이랑 파저리 같은거랑 
해서 억지로 다 먹었네요. 영덕까지 다녀오느라 배고픈것도 있고 돈도 아까워서... 다그런게 아니라 몇몇 덩어리가 냄새가 났는데 제가 예민했던 건지... 
괜찮다 생각했던 곳인데.. 다음부터는 안갈듯 합니다.",별점없음,방문일22.6.18.토2022년 6월 18일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
119,가야동세연정,"고기는맛있어요
냉면은 개인적으로..ㅠ",별점없음,방문일22.6.16.목2022년 6월 16일 목요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
120,가야동세연정,점심특선 깔끔하게 갈비탕 맛있어요,별점없음,방문일22.8.16.화2022년 8월 16일 화요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
121,가야동세연정,맛있어요,별점없음,방문일22.10.30.일2022년 10월 30일 일요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
122,가야동세연정,굿,별점없음,방문일22.11.5.토2022년 11월 5일 토요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
123,가야동세연정,직원분들도 친절하시고 음식도 맛있게 잘 먹었습니다ㅎㅎ,별점없음,방문일22.4.25.월2022년 4월 25일 월요일,1번째 방문,인증 수단영수증,"<span class=""DJJvD"">한식</span>"
